"id" ;"levenshtein_text_first_255" ;"diff_ari" ;"diff_characters_text" ;"diff_coleman_liau_text" ;"diff_complexwords_text" ;"diff_flesch_kincaid_text" ;"diff_flesch_reading_text" ;"diff_gunning_fog_text" ;"diff_sentences_text" ;"diff_smog_index_text" ;"diff_smog_text" ;"diff_syllables_text" ;"diff_words_text" ;"good" ;"comm_name"
2,155 ;203 ;1.476 ;523 ;0.794 ;23 ;1.737 ;4.932 ;1.6 ;6 ;1.247 ;1.301 ;175 ;102 ;yes ;biology.stackexchange.com
2,156 ;217 ;2.952 ;23 ;0.424 ;2 ;2.393 ;5.005 ;3.6 ;3 ;2.552 ;2.662 ;7 ;3 ;yes ;biology.stackexchange.com
2,156 ;225 ;1.138 ;66 ;0.704 ;2 ;0.156 ;7.169 ;0.8 ;0 ;0.594 ;0.62 ;17 ;17 ;yes ;biology.stackexchange.com
2,158 ;205 ;3.456 ;148 ;2.156 ;6 ;5.496 ;33.235 ;6.4 ;3 ;4.564 ;4.761 ;28 ;38 ;yes ;biology.stackexchange.com
2,158 ;210 ;3.593 ;334 ;3.126 ;7 ;1.306 ;2.626 ;0.4 ;3 ;0.065 ;0.068 ;100 ;67 ;yes ;biology.stackexchange.com
2,160 ;198 ;3.069 ;256 ;1.446 ;9 ;1.734 ;11.171 ;2.8 ;1 ;3.176 ;3.313 ;85 ;60 ;yes ;biology.stackexchange.com
2,160 ;211 ;2.485 ;171 ;0.2 ;7 ;1.532 ;0.147 ;2.8 ;1 ;1.88 ;1.962 ;56 ;39 ;yes ;biology.stackexchange.com
2,160 ;200 ;3.482 ;40 ;3.885 ;2 ;2.79 ;18.666 ;1.2 ;1 ;0.707 ;0.738 ;14 ;18 ;yes ;biology.stackexchange.com
2,161 ;200 ;5.524 ;357 ;3.886 ;21 ;5.756 ;32.66 ;8.4 ;3 ;7.326 ;7.641 ;131 ;75 ;yes ;biology.stackexchange.com
2,161 ;207 ;11.97 ;696 ;4.61 ;33 ;11.506 ;50.134 ;12.8 ;3 ;9.876 ;10.301 ;264 ;155 ;yes ;biology.stackexchange.com
2,161 ;197 ;4.642 ;3,961 ;5.389 ;165 ;4.754 ;32.894 ;6.8 ;53 ;6.268 ;6.538 ;1,376 ;850 ;yes ;biology.stackexchange.com
2,162 ;211 ;1.369 ;531 ;0.219 ;14 ;1 ;2.915 ;0 ;3 ;0.328 ;0.343 ;191 ;119 ;yes ;biology.stackexchange.com
2,162 ;202 ;12.691 ;669 ;4.897 ;30 ;12.039 ;49.354 ;12.4 ;2 ;8.102 ;8.451 ;251 ;148 ;yes ;biology.stackexchange.com
2,164 ;200 ;5.724 ;2,558 ;2.261 ;76 ;4.152 ;10.12 ;4.4 ;28 ;3.183 ;3.32 ;877 ;584 ;yes ;biology.stackexchange.com
2,164 ;215 ;4.1 ;2,463 ;0.824 ;69 ;2.025 ;0.586 ;0.4 ;27 ;0.536 ;0.56 ;840 ;563 ;yes ;biology.stackexchange.com
2,165 ;202 ;1.666 ;18 ;0.959 ;2 ;1.925 ;5.133 ;2.8 ;1 ;1.548 ;1.614 ;2 ;1 ;yes ;biology.stackexchange.com
2,165 ;196 ;6.972 ;462 ;1.504 ;18 ;5.249 ;5.663 ;6.4 ;1 ;4.512 ;4.706 ;162 ;100 ;yes ;biology.stackexchange.com
2,165 ;200 ;6.77 ;349 ;2.559 ;15 ;5.111 ;19.816 ;5.2 ;1 ;3.241 ;3.38 ;120 ;66 ;yes ;biology.stackexchange.com
2,166 ;195 ;6.977 ;366 ;3.524 ;19 ;6.274 ;27.323 ;8.4 ;2 ;5.745 ;5.992 ;132 ;80 ;yes ;biology.stackexchange.com
2,166 ;210 ;13.423 ;705 ;4.248 ;31 ;12.024 ;44.797 ;12.8 ;2 ;8.295 ;8.652 ;265 ;160 ;yes ;biology.stackexchange.com
2,166 ;203 ;6.095 ;3,970 ;5.027 ;163 ;5.272 ;27.557 ;6.8 ;52 ;4.687 ;4.889 ;1,377 ;855 ;yes ;biology.stackexchange.com
2,167 ;174 ;0.14 ;35 ;1.061 ;4 ;1.538 ;13.553 ;2.8 ;1 ;2.236 ;2.332 ;17 ;7 ;yes ;biology.stackexchange.com
2,167 ;197 ;6.03 ;187 ;1.663 ;7 ;4.352 ;11.608 ;4.8 ;0 ;3.166 ;3.302 ;65 ;44 ;yes ;biology.stackexchange.com
2,168 ;195 ;1.172 ;314 ;1.139 ;1 ;0.469 ;4.062 ;0.8 ;2 ;1.614 ;1.683 ;108 ;79 ;yes ;biology.stackexchange.com
2,168 ;197 ;1.268 ;353 ;3.961 ;4 ;1.743 ;19.265 ;3.2 ;3 ;3.373 ;3.518 ;122 ;100 ;yes ;biology.stackexchange.com
2,168 ;207 ;3.402 ;114 ;3.135 ;15 ;1.724 ;11.536 ;0.4 ;4 ;0.613 ;0.639 ;33 ;53 ;yes ;biology.stackexchange.com
2,172 ;202 ;6.482 ;296 ;5.136 ;22 ;6.156 ;35.675 ;7.2 ;1 ;5.422 ;5.656 ;112 ;45 ;yes ;biology.stackexchange.com
2,172 ;157 ;9.287 ;462 ;3.297 ;23 ;7.801 ;26.543 ;7.6 ;1 ;5.892 ;6.146 ;170 ;92 ;yes ;biology.stackexchange.com
2,172 ;198 ;6.294 ;346 ;1.462 ;18 ;5.384 ;20.341 ;5.6 ;1 ;3.764 ;3.926 ;128 ;67 ;yes ;biology.stackexchange.com
2,174 ;210 ;5.126 ;94 ;2.804 ;2 ;3.312 ;10.629 ;3.2 ;1 ;1.572 ;1.639 ;21 ;9 ;yes ;biology.stackexchange.com
2,174 ;204 ;4.031 ;313 ;0.482 ;9 ;2.384 ;1.356 ;2.4 ;1 ;1.227 ;1.28 ;107 ;72 ;yes ;biology.stackexchange.com
2,174 ;212 ;1.124 ;489 ;6.411 ;15 ;0.301 ;24.426 ;0.8 ;3 ;0.665 ;0.693 ;174 ;121 ;yes ;biology.stackexchange.com
2,175 ;204 ;6.914 ;793 ;4.957 ;35 ;5.518 ;26.203 ;6 ;6 ;3.979 ;4.151 ;269 ;162 ;yes ;biology.stackexchange.com
2,175 ;199 ;0.229 ;43 ;0.14 ;0 ;1.259 ;5.76 ;1.6 ;1 ;1.121 ;1.169 ;10 ;9 ;yes ;biology.stackexchange.com
2,175 ;210 ;7.764 ;1,960 ;5.176 ;86 ;6.659 ;31.974 ;6.4 ;16 ;4.565 ;4.762 ;684 ;409 ;yes ;biology.stackexchange.com
2,178 ;203 ;2.406 ;780 ;0.299 ;34 ;1.208 ;0.945 ;3.6 ;7 ;2.281 ;2.379 ;262 ;167 ;yes ;biology.stackexchange.com
2,178 ;203 ;4.279 ;56 ;4.518 ;1 ;3.051 ;19.498 ;0.8 ;0 ;0.577 ;0.603 ;17 ;4 ;yes ;biology.stackexchange.com
2,178 ;205 ;3.256 ;1,947 ;0.518 ;85 ;2.349 ;6.716 ;4 ;17 ;2.867 ;2.99 ;677 ;414 ;yes ;biology.stackexchange.com
2,180 ;209 ;6.763 ;1,178 ;4.696 ;58 ;6.016 ;32.417 ;6 ;8 ;4.225 ;4.406 ;419 ;219 ;yes ;biology.stackexchange.com
2,180 ;202 ;0.896 ;1,115 ;0.203 ;45 ;1.261 ;12.813 ;2 ;9 ;0.983 ;1.026 ;380 ;221 ;yes ;biology.stackexchange.com
2,180 ;205 ;1.209 ;692 ;5.057 ;61 ;2.543 ;28.331 ;4.8 ;6 ;6.499 ;6.778 ;265 ;102 ;yes ;biology.stackexchange.com
2,182 ;208 ;2.318 ;295 ;1.509 ;15 ;3.001 ;14.708 ;5.2 ;3 ;4.04 ;4.214 ;106 ;68 ;yes ;biology.stackexchange.com
2,182 ;203 ;1.328 ;6 ;0.287 ;7 ;0.952 ;2.917 ;3.2 ;1 ;2.36 ;2.462 ;1 ;0 ;yes ;biology.stackexchange.com
2,182 ;210 ;9.81 ;224 ;4.871 ;18 ;8.874 ;42.55 ;8.8 ;2 ;5.914 ;6.168 ;88 ;24 ;yes ;biology.stackexchange.com
2,183 ;208 ;1.062 ;231 ;0.036 ;4 ;0.121 ;7.399 ;2 ;2 ;0.954 ;0.996 ;78 ;51 ;yes ;biology.stackexchange.com
2,183 ;203 ;2.017 ;292 ;4.753 ;11 ;1.774 ;21.921 ;0 ;3 ;0.513 ;0.535 ;105 ;70 ;yes ;biology.stackexchange.com
2,184 ;137 ;0.879 ;42 ;1.87 ;0 ;0.734 ;0.219 ;1.6 ;1 ;1.005 ;1.048 ;10 ;7 ;yes ;biology.stackexchange.com
2,184 ;189 ;7.049 ;264 ;4.594 ;11 ;5.156 ;24.942 ;6 ;2 ;4.397 ;4.586 ;92 ;58 ;yes ;biology.stackexchange.com
2,188 ;165 ;9.837 ;1,131 ;4.408 ;62 ;5.419 ;13.519 ;7.6 ;6 ;5.897 ;6.151 ;403 ;200 ;yes ;biology.stackexchange.com
2,188 ;214 ;8.281 ;646 ;8.251 ;49 ;7.265 ;46.092 ;8.4 ;2 ;5.674 ;5.918 ;234 ;76 ;yes ;biology.stackexchange.com
2,188 ;212 ;6.336 ;130 ;6.76 ;42 ;7.133 ;47.83 ;8.8 ;2 ;6.491 ;6.77 ;81 ;32 ;yes ;biology.stackexchange.com
2,191 ;212 ;1.055 ;512 ;2.527 ;18 ;2.683 ;33.036 ;0.4 ;5 ;0.575 ;0.6 ;171 ;122 ;yes ;biology.stackexchange.com
2,191 ;197 ;0.501 ;27 ;1.316 ;5 ;0.837 ;0.463 ;0.4 ;1 ;0.352 ;0.367 ;2 ;2 ;yes ;biology.stackexchange.com
2,191 ;208 ;2.446 ;489 ;0.175 ;2 ;0.969 ;1.275 ;0.8 ;3 ;1.169 ;1.219 ;151 ;110 ;yes ;biology.stackexchange.com
2,197 ;200 ;30.354 ;1,014 ;5.101 ;39 ;22.748 ;63.795 ;24.8 ;0 ;11.663 ;12.164 ;344 ;223 ;yes ;biology.stackexchange.com
2,197 ;204 ;22.288 ;4,744 ;0.102 ;167 ;16.485 ;35.651 ;18.4 ;52 ;7.714 ;8.046 ;1,725 ;1,019 ;yes ;biology.stackexchange.com
2,198 ;203 ;1.922 ;12 ;4.123 ;2 ;0.858 ;1.253 ;1.2 ;0 ;1.231 ;1.284 ;15 ;11 ;yes ;biology.stackexchange.com
2,198 ;208 ;6.144 ;5,770 ;1.08 ;208 ;7.121 ;29.397 ;7.6 ;52 ;5.18 ;5.402 ;2,084 ;1,253 ;yes ;biology.stackexchange.com
2,199 ;220 ;31.567 ;825 ;0.583 ;31 ;23.984 ;54.998 ;24.8 ;1 ;10.966 ;11.437 ;283 ;181 ;yes ;biology.stackexchange.com
2,199 ;201 ;1.065 ;20 ;3.365 ;5 ;1.453 ;16.203 ;2.8 ;0 ;2.031 ;2.119 ;5 ;13 ;yes ;biology.stackexchange.com
2,199 ;201 ;1.991 ;373 ;5.43 ;2 ;0.343 ;20.098 ;0 ;2 ;1.303 ;1.359 ;122 ;108 ;yes ;biology.stackexchange.com
2,200 ;190 ;6.692 ;1,981 ;3.085 ;61 ;5.99 ;25.042 ;6.4 ;17 ;4.321 ;4.506 ;676 ;422 ;yes ;biology.stackexchange.com
2,200 ;193 ;3.379 ;1,673 ;0.756 ;47 ;2.221 ;6.034 ;1.2 ;14 ;0.578 ;0.603 ;565 ;356 ;yes ;biology.stackexchange.com
2,200 ;201 ;4.036 ;1,555 ;0.952 ;42 ;3.119 ;10.693 ;1.6 ;12 ;0.715 ;0.745 ;528 ;329 ;yes ;biology.stackexchange.com
2,204 ;205 ;8.741 ;88 ;8.232 ;7 ;6.158 ;33.614 ;7.2 ;1 ;4.694 ;4.895 ;25 ;4 ;yes ;biology.stackexchange.com
2,204 ;215 ;0.675 ;5,670 ;3.029 ;199 ;0.105 ;5.47 ;0.8 ;53 ;0.745 ;0.777 ;2,044 ;1,238 ;yes ;biology.stackexchange.com
2,205 ;219 ;29.52 ;805 ;3.11 ;35 ;22.731 ;63.829 ;24.4 ;0 ;11.213 ;11.695 ;276 ;167 ;yes ;biology.stackexchange.com
2,205 ;204 ;3.112 ;0 ;0.328 ;1 ;2.706 ;7.372 ;3.2 ;1 ;1.784 ;1.861 ;2 ;1 ;yes ;biology.stackexchange.com
2,205 ;204 ;0.056 ;353 ;1.737 ;6 ;0.91 ;11.267 ;0.4 ;3 ;1.056 ;1.101 ;115 ;94 ;yes ;biology.stackexchange.com
2,206 ;194 ;7.893 ;3,325 ;4.818 ;99 ;6.741 ;28.24 ;3.6 ;32 ;2.646 ;2.759 ;1,114 ;726 ;yes ;biology.stackexchange.com
2,206 ;179 ;3.141 ;3,343 ;0.94 ;101 ;2.32 ;8.119 ;2.4 ;34 ;1.608 ;1.677 ;1,118 ;733 ;yes ;biology.stackexchange.com
2,206 ;203 ;4.093 ;3,023 ;1.46 ;89 ;1.903 ;3.225 ;2 ;29 ;1.073 ;1.119 ;999 ;658 ;yes ;biology.stackexchange.com
2,207 ;205 ;5.487 ;283 ;2.902 ;12 ;6.323 ;31.202 ;6.4 ;2 ;4.693 ;4.894 ;112 ;65 ;yes ;biology.stackexchange.com
2,207 ;219 ;0.683 ;61 ;0.178 ;1 ;0.433 ;6.041 ;1.2 ;1 ;0.709 ;0.74 ;30 ;14 ;yes ;biology.stackexchange.com
2,208 ;196 ;8.572 ;1,252 ;4.733 ;44 ;6.346 ;25.602 ;6.4 ;9 ;4.034 ;4.207 ;441 ;269 ;yes ;biology.stackexchange.com
2,208 ;214 ;0.506 ;4,506 ;0.47 ;162 ;0.083 ;2.542 ;0 ;43 ;0.085 ;0.089 ;1,628 ;973 ;yes ;biology.stackexchange.com
2,212 ;190 ;7.083 ;5,690 ;5.644 ;186 ;6.58 ;32.325 ;3.2 ;64 ;2.496 ;2.602 ;1,951 ;1,207 ;yes ;biology.stackexchange.com
2,212 ;180 ;2.331 ;5,708 ;1.766 ;188 ;2.159 ;12.204 ;2 ;66 ;1.458 ;1.52 ;1,955 ;1,214 ;yes ;biology.stackexchange.com
2,212 ;201 ;3.283 ;5,388 ;2.286 ;176 ;1.742 ;7.31 ;1.6 ;61 ;0.923 ;0.962 ;1,836 ;1,139 ;yes ;biology.stackexchange.com
2,216 ;204 ;0.062 ;1,084 ;1.184 ;44 ;1.115 ;11.148 ;0.8 ;8 ;0.85 ;0.887 ;421 ;233 ;yes ;biology.stackexchange.com
2,216 ;206 ;1.83 ;1,489 ;0.535 ;49 ;1.562 ;3.353 ;1.2 ;10 ;0.245 ;0.256 ;549 ;342 ;yes ;biology.stackexchange.com
2,216 ;213 ;16.113 ;925 ;0.466 ;35 ;11.573 ;26.899 ;12 ;12 ;4.657 ;4.858 ;367 ;216 ;yes ;biology.stackexchange.com
2,218 ;203 ;0.199 ;164 ;1.71 ;4 ;1.286 ;14.799 ;0 ;1 ;0.045 ;0.047 ;44 ;39 ;yes ;biology.stackexchange.com
2,218 ;197 ;5.107 ;316 ;1.165 ;12 ;4.61 ;15.329 ;3.6 ;1 ;3.009 ;3.139 ;116 ;60 ;yes ;biology.stackexchange.com
2,218 ;210 ;4.905 ;203 ;5.228 ;9 ;4.472 ;29.482 ;2.4 ;1 ;1.738 ;1.813 ;74 ;26 ;yes ;biology.stackexchange.com
2,220 ;204 ;10.285 ;706 ;4.066 ;18 ;5.875 ;14.217 ;5.2 ;3 ;2.132 ;2.224 ;229 ;147 ;yes ;biology.stackexchange.com
2,220 ;210 ;0.559 ;152 ;0.866 ;3 ;0.767 ;5.023 ;1.2 ;2 ;1.002 ;1.045 ;49 ;34 ;yes ;biology.stackexchange.com
2,220 ;210 ;24.564 ;2,415 ;6.986 ;95 ;16.177 ;45.532 ;17.6 ;6 ;9.132 ;9.525 ;765 ;462 ;yes ;biology.stackexchange.com
2,221 ;194 ;0.487 ;263 ;5.152 ;3 ;0.521 ;19.529 ;4.8 ;2 ;1.467 ;1.531 ;96 ;67 ;yes ;biology.stackexchange.com
2,221 ;208 ;0.897 ;14 ;1.087 ;1 ;2.015 ;8.151 ;1.6 ;1 ;1.12 ;1.169 ;7 ;1 ;yes ;biology.stackexchange.com
2,221 ;211 ;2.526 ;189 ;5.784 ;5 ;0.085 ;8.092 ;0.8 ;2 ;0.513 ;0.535 ;78 ;53 ;yes ;biology.stackexchange.com
2,225 ;211 ;0.108 ;474 ;2.058 ;22 ;0.709 ;11.329 ;1.6 ;6 ;1.596 ;1.665 ;169 ;91 ;yes ;biology.stackexchange.com
2,225 ;206 ;0.267 ;618 ;0.036 ;19 ;0.294 ;1.055 ;0.4 ;7 ;0.532 ;0.555 ;213 ;129 ;yes ;biology.stackexchange.com
2,225 ;222 ;18.155 ;2,199 ;2.814 ;113 ;14.354 ;43.409 ;16 ;1 ;9.697 ;10.114 ;760 ;419 ;yes ;biology.stackexchange.com
2,226 ;207 ;1.514 ;531 ;0.277 ;8 ;0.155 ;6.341 ;0.4 ;5 ;0.606 ;0.632 ;178 ;133 ;yes ;biology.stackexchange.com
2,226 ;203 ;3.02 ;767 ;1.397 ;21 ;1.688 ;2.475 ;2 ;8 ;1.079 ;1.126 ;268 ;185 ;yes ;biology.stackexchange.com
2,226 ;212 ;9.268 ;725 ;10.176 ;5 ;8.124 ;54.216 ;12.4 ;11 ;7.975 ;8.317 ;258 ;203 ;yes ;biology.stackexchange.com
2,228 ;195 ;5.3 ;2,299 ;3.557 ;88 ;3.498 ;6.782 ;0.8 ;15 ;1.956 ;2.039 ;800 ;492 ;yes ;biology.stackexchange.com
2,228 ;206 ;6.684 ;2,022 ;0.508 ;86 ;6.034 ;20.898 ;7.2 ;12 ;4.543 ;4.739 ;711 ;426 ;yes ;biology.stackexchange.com
2,228 ;210 ;3.261 ;2,225 ;4.189 ;90 ;3.934 ;4.655 ;4.8 ;15 ;2.91 ;3.035 ;782 ;478 ;yes ;biology.stackexchange.com
2,238 ;206 ;16.49 ;760 ;6.113 ;36 ;12.384 ;38.912 ;13.6 ;1 ;9.167 ;9.56 ;263 ;149 ;yes ;biology.stackexchange.com
